9365,0x4032b0
11973,0x411aa8
11974,0x411aad
11975,0x411ab2
11976,0x411ab9
11977,0x411abc
11978,0x411abf
11979,0x411ac3
11980,0x411ac6
9371,0x700280
12073,0x411d7a
12074,0x411d7c
12075,0x411d8d
12076,0x411d90
12077,0x411d98
12078,0x411d9b
12099,0x411de1
12100,0x411de4
12101,0x411de9
12098,0x411ddd
12543,0x700138
9373,0x700278
17384,0x700200
12030,0x411f84
12031,0x411f87
12032,0x411f8b
12070,0x411d71
12071,0x411d75
12072,0x411d78
17487,0x411fab
17488,0x411faf
17489,0x411fb4
17490,0x411fb7
12011,0x411f60
12012,0x411f68
12013,0x411f6b
12014,0x411f6d
12015,0x411f75
12016,0x411f79
12017,0x411f7c
12018,0x411f7e
17383,0x4031b0
12001,0x411d18
12002,0x411d1d
12003,0x411d24
12004,0x411d27
12005,0x411d2b
12006,0x411d2e
17491,0x411fba
12084,0x411da4
12085,0x411da9
12086,0x411dae
12087,0x411db3
11985,0x411ccf
11986,0x411cd1
11987,0x411cd3
11988,0x411cd8
11989,0x411cdb
11990,0x411ce1
11991,0x411ce7
11992,0x411cee
11993,0x411cf5
11994,0x411cf8
11995,0x411cfb
11996,0x411cff
11997,0x411d02
11998,0x411d0a
11999,0x411d0e
12000,0x411d13
12088,0x411db8
12089,0x411dbf
12090,0x411dc3
12091,0x411dca
12092,0x411dcd
12033,0x411fdd
12034,0x411fe1
12035,0x411fe3
12036,0x411fe5
12037,0x411fe7
9364,0x402ee0
9370,0x700098
12542,0x403020
17378,0x411dee
17379,0x411df1
12007,0x411d30
12008,0x411d32
12009,0x411d34
12010,0x411d38
9372,0x4032a0
12096,0x411fa3
12097,0x411fa6
17392,0x40c10b
17393,0x40c110
17394,0x40c115
12094,0x411dd3
12095,0x411dd7
12024,0x411d52
12025,0x411d57
12026,0x411d5d
12027,0x411d63
12028,0x411d67
12029,0x411d6c
12079,0x411da0
12080,0x411da2
20242,0x411b44
